Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu)
3844414767.984,2.99738192558289,13576.2895507813,0.705342904225364,9.09488185215615E-5
3844414772.9895,3.00167381763458,13652.1943359375,0.708618482117179,9.82424702298644E-5
3844414777.9835,3.00134742259979,13726.6040039062,0.712065867702147,9.43333538214311E-5
3844414783.0655,3.0004448890686,13803.041015625,0.715624592566476,9.6738287317381E-5
3844414788.0955,2.99910044670105,13878.6650390625,0.71878180514077,9.50283364087162E-5
3844414793.0085,2.99315917491913,13952.1909179688,0.722200256492733,9.45421040467748E-5
3844414798.101,2.99308598041534,14028.7705078125,0.725733763503924,9.7401618649986E-5
3844414803.0425,3.00331163406372,14102.2182617188,0.728951767661532,8.54542723130318E-5
3844414807.958,3.00130867958069,14176.37109375,0.732442318282387,0.000100233727940591
3844414813.083,3.00016796588898,14252.8500976563,0.735703201500649,9.58047808071704E-5
3844414818.0115,3.00413596630096,14326.1298828125,0.739032838249936,9.53998806508866E-5
3844414823.069,3.0008020401001,14402.5009765625,0.742607361100839,9.27711341039213E-5
3844414827.9655,2.99899530410767,14475.9692382812,0.74565307092732,9.77364033222102E-5
3844414833.004,3.00111293792725,14551.6381835938,0.749114155660334,8.94139068290851E-5
3844414838.0225,2.99970853328705,14626.6284179687,0.752622580832218,9.16992082370857E-5
3844414842.938,2.99890065193176,14700.8823242187,0.755876409295409,0.000101278984066655
3844414848.0395,3.00058329105377,14776.59765625,0.759132939633684,9.58821117183138E-5
3844414853.0555,3.00375294685364,14852.2783203125,0.762518942390084,9.32656981044895E-5
3844414857.9965,3.00491631031036,14926.6284179687,0.765722712625334,8.6471785969458E-5
3844414863.0195,3.00049245357513,15002.634765625,0.769120345835337,9.39580878219734E-5
3844414867.91,2.99783647060394,15075.3520507813,0.7723734821582,9.15545113417087E-5
3844414873.0415,2.99673056602478,15151.794921875,0.775765615804411,0.000102985176327369
3844414877.923,2.9950966835022,15225.9858398438,0.779043243115892,9.1138942614296E-5
3844414882.917,3.0036895275116,15301.0141601562,0.782467084632838,9.51288378273631E-5
3844414887.949,3.00047421455383,15376.0083007813,0.785761322336046,0.000100862701941601
3844414892.9545,2.99995160102844,15450.9116210938,0.788949616882285,9.64059542533168E-5
3844414897.9645,2.99678027629852,15525.9184570313,0.792346663967543,9.46783657886505E-5
3844414903.022,2.99847114086151,15601.8447265625,0.795570149957513,9.19995853041261E-5
3844414907.9065,2.99946069717407,15675.6083984375,0.798901566478624,0.00010457511421518
3844414912.88,3.00102603435516,15749.7724609375,0.80215914152494,8.84538610917035E-5
3844414917.966,3.00338459014893,15826.1865234375,0.805317736702226,9.49446506946107E-5
3844414922.9645,3.00366282463074,15901.935546875,0.808409024823418,9.31696189961377E-5
3844414927.886,3.00037682056427,15974.6567382812,0.812077969046673,0.000101962729216225
3844414932.9665,3.00076460838318,16051.916015625,0.815116896480287,8.86668813640108E-5
3844414937.8885,2.99732077121735,16124.6162109375,0.818549165752627,0.000113234302087548
3844414942.9385,2.99776124954224,16201.0126953125,0.821946467088625,0.000101064284294305
3844414947.8655,3.00465965270996,16274.6220703125,0.825004032623055,9.43820663741094E-5
3844414952.859,3.00239813327789,16350.6254882812,0.828445036949084,0.000102788931205103
3844414957.848,3.0060703754425,16424.7724609375,0.831562582637111,9.75584700041742E-5
3844414962.8335,3.00473487377167,16499.74609375,0.834615396943374,0.00010082979506466
3844414967.8455,2.99850034713745,16574.708984375,0.837958226034098,0.000100497477550125
3844414973.0335,2.99745321273804,16652.6240234375,0.841163354430246,9.74058691536543E-5
3844414977.8925,2.99875855445862,16724.5712890625,0.84453112255409,9.22458240264225E-5
3844414982.916,3.00303709506989,16801.025390625,0.847563508668095,9.39402213218196E-5
3844414987.8205,3.00009274482727,16873.7021484375,0.850932640194072,0.000106583575599198
3844414992.8245,2.99771976470947,16949.3291015625,0.854191635425029,9.43647756368418E-5
3844414997.833,3.00490272045135,17024.2548828125,0.857150227629415,9.91641458792151E-5
3844415002.875,2.99969041347504,17099.1787109375,0.860608911495918,0.000115193528477186
3844415007.912,2.99893891811371,17174.8798828125,0.863841098490041,0.000103515509273356
3844415012.816,2.99948275089264,17249.1435546875,0.867048899274486,0.000104693607889507
3844415017.97,2.99217522144318,17325.642578125,0.870183045368037,9.62454855366585E-5
3844415022.875,2.99516022205353,17399.78125,0.873355146111929,9.64391040571241E-5
3844415027.855,2.99811434745789,17474.056640625,0.876493879390243,9.95028423292926E-5
3844415032.8905,3.00203967094421,17549.9189453125,0.879742625768888,0.000100257520510439
3844415037.8525,3.00396418571472,17625.07421875,0.883008095627631,9.96974796113984E-5
3844415042.929,2.9985603094101,17700.8017578125,0.886185657231596,9.62989337457659E-5
3844415047.8205,3.00155198574066,17773.486328125,0.889285654567184,0.00010120696134209
3844415052.7915,3.00327897071838,17848.451171875,0.892280175286556,9.35853617191146E-5
3844415057.8825,3.00009477138519,17924.2060546875,0.895895721129916,0.000106123832933873
3844415062.7595,2.99563503265381,17997.677734375,0.898946745214332,9.81490591180843E-5
3844415067.7655,3.00049877166748,18072.4912109375,0.902178461105292,0.000100350743492743
3844415072.842,3.00139772891998,18148.22265625,0.905114797688546,9.83723673962715E-5
3844415077.859,2.99876582622528,18224.1806640625,0.908457601000376,0.000103133504794982
3844415082.778,3.00223636627197,18298.541015625,0.911583099658184,9.99194623720169E-5
3844415087.7975,2.99862742424011,18373.392578125,0.914592901168591,0.000102539227269118
3844415092.8955,3.00109422206879,18449.85546875,0.917620099707876,9.87992803881802E-5
3844415097.7725,3.00052189826965,18523.4033203125,0.920836102585875,0.000106134904691234
3844415102.747,3.00042963027954,18597.646484375,0.924030137427002,9.95545501410741E-5
3844415107.85,3.00247859954834,18674.095703125,0.927149909657433,0.000107328812666969
3844415112.7795,3.00125122070313,18748.3056640625,0.930473073943565,0.000100765788558231
3844415117.8865,2.99978220462799,18824.6884765625,0.93360666272767,0.000107578771384438
3844415122.7305,2.99968695640564,18897.5283203125,0.936631618045181,0.000102402349264798
3844415127.7315,3.00026559829712,18972.70703125,0.939972686979805,0.000106056474836377
3844415132.784,3.00490379333496,19047.6572265625,0.942891719330156,9.99605648943415E-5
3844415137.701,3.00581920146942,19121.806640625,0.946065283909675,0.000108872587388324
3844415142.744,3.00456154346466,19198.27734375,0.949183753495487,0.000111655260267961
3844415147.887,3.00122678279877,19274.7919921875,0.952552649663707,0.000105836637881314
3844415152.876,2.99950277805328,19348.9921875,0.955459349429352,9.73752936992778E-5
3844415157.75,2.99787831306458,19422.3818359375,0.958511735790847,0.000117438445724596
3844415170.963,2.99428772926331,19620.103515625,0.964472816483965,0.000113698604942358
